system:index,DEM_slope,L4,NDMI_max,NDMI_mean,NDMI_min,NDMI_slope,NDMI_stdDev,NDVI_max,NDVI_mean,NDVI_min,NDVI_slope,NDVI_stdDev,Relative_elevation_100,TCB_max,TCB_mean,TCB_min,TCB_slope,TCB_stdDev,TCG_max,TCG_mean,TCG_min,TCG_slope,TCG_stdDev,TCW_max,TCW_mean,TCW_min,TCW_slope,TCW_stdDev,.geo
0000000000000000059e_0,1.4642539,21,0.76303315,0.23963961,-0.17063493,-581.8488751468022,0.1695202868305744,0.8219013,0.5000546,-0.28070176,5316.072451361458,0.32401219269787324,69.1186,0.4272968,0.24093843,0.02937176,1880.8842011353286,0.11263366120731562,0.26622373,0.11903779,-0.03410084,1523.8658690367404,0.09215357949380557,0.03227983,-0.08789933,-0.1653423,-792.1077702248452,0.05173452847258675,
0000000000000000059f_0,1.339132,21,0.76303315,0.25941265,-0.15158731,-779.697191188499,0.1664082283799409,0.81998116,0.48860386,-0.28070176,5371.308809508071,0.33245599992970576,69.16802,0.42719728,0.23257041,0.03062193,1836.1254562746622,0.11191213881858902,0.25492823,0.11504886,-0.03410084,1479.2444545446426,0.09112664721915613,0.03227983,-0.08056558,-0.15881924,-785.6817275483454,0.05049009358125567,
000000000000000005a0_0,0.46508393,21,0.67509025,0.28139758,-0.011600928,-403.97136486500955,0.13997038419024957,0.84330285,0.5526719,-0.21985815,4441.143116482539,0.2838350629652312,36.558548,0.39098796,0.23619634,0.02553572,1708.1997659688338,0.11063852353666219,0.2649678,0.12783706,-0.01415878,1320.3506820211126,0.08936910216686263,0.010597112,-0.07657485,-0.14787757,-618.7361220228063,0.04367432941598965,
000000000000000005a3_0,0.12947467,21,0.58064514,0.18345553,-0.20301348,-1125.9814371463858,0.17155804861106377,0.71819645,0.40848234,-0.47368422,4483.993699093646,0.30093238976401293,31.431953,0.42590332,0.273322,0.02379048,1751.099527352854,0.13132412767927523,0.21295756,0.103360854,-0.02499763,1035.497027287999,0.07227996028441845,0.01010523,-0.115419835,-0.276952,-755.3903251333815,0.0764082483843942,
000000000000000005b2_0,1.0949656,21,0.8695652,0.12237048,-0.17642033,-3228.7120875300598,0.3323663486376056,0.18784255,-0.028544104,-0.63395226,1596.1563553019387,0.18093636078812028,68.82203,0.7987171,0.389146,0.02734854,3714.830613484176,0.27465811883059704,0.00837758,-0.017961558,-0.03836522,-64.2881230175116,0.009450873629984051,0.021317296,-0.2016875,-0.42831895,-2300.5333999925474,0.17705656742708736,
000000000000000005b8_0,0.15947516,21,0.5487465,0.30196348,0.09659091,-529.2249505094575,0.0974209299797956,0.8329744,0.61034673,0.02116402,2916.7514908442186,0.212503976931447,13.334399,0.4145654,0.2445898,0.03275647,1346.398826756196,0.09763876317318314,0.2577467,0.13868985,-0.00317455,1033.8021555363823,0.08089254499749518,0.0028118393,-0.07328414,-0.15242256,-603.1017666953957,0.04002333689169974,
0000000000000000061f_0,0.7073504,21,0.17457305,-0.04660355,-0.20727272,-408.913810549293,0.0700583160580654,0.3717995,0.18643306,-0.13424657,-20.58880355524735,0.0709892309484045,90.75549,0.49445456,0.27056876,0.06934956,1552.9581585797569,0.11079575840082444,0.05652806,0.014820172,-0.05362225,103.15295056259447,0.015439677357903902,-0.013317995,-0.12980188,-0.25039303,-876.0157956427361,0.06945428402297728,
00000000000000000646_0,1.142712,21,0.83439493,0.28783828,-0.1486911,-718.7531843546975,0.16320539040825635,0.84730804,0.50956845,-0.0741688,4100.967696042601,0.27391388971610975,168.37276,0.5447377,0.23958778,0.03582409,1537.8189654948915,0.1216620217954395,0.33015913,0.11514797,-0.01688979,1348.882715559965,0.09000189726183774,0.033836674,-0.07499403,-0.23408204,-683.6177360925511,0.05653573668080116,
0000000000000000066b_0,4.3192315,21,0.91729325,0.44029304,-0.035971224,-877.3090490772769,0.14930892795448866,0.905439,0.47958082,-0.32089552,5380.305547070526,0.3949484944969076,4.6350155,0.46445826,0.20504636,0.02069203,1828.041265047803,0.15121826055117812,0.39020547,0.13330014,-0.01238411,1507.875478536185,0.13244687735133115,0.012891664,-0.045597862,-0.13391434,-565.7752935579965,0.04459812620539821,
0000000000000000066c_0,9.03712,21,0.7894737,0.4321523,0.009727016,-968.3019657215733,0.15188259024504538,0.889865,0.4782657,-0.29113925,5297.960403249331,0.37047173807885936,5.08987,0.4029952,0.20374951,0.02481703,1883.2645850155598,0.143239034209921,0.34133404,0.12246575,-0.01308116,1621.4663774610297,0.11922335693111061,0.0112274075,-0.04700676,-0.14539704,-555.436271953257,0.04615505997403178,
00000000000000000673_0,3.5544696,21,0.8674699,0.27182642,-0.12424409,-58.74551631490949,0.16579824527344578,0.8702163,0.5839621,-0.12941177,3089.357669943013,0.24987274191665879,6.5402193,0.3864197,0.26144212,0.01742904,1082.6147510415203,0.10399169682211973,0.2875022,0.13358611,-0.00919037,952.6948472231425,0.08262039004745231,0.0066320784,-0.08795385,-0.1750591,-346.41724966308476,0.04505246594896065,
00000000000000000674_0,11.331234,21,0.6328125,0.279156,-0.17000465,858.5697531001433,0.16360714413635685,0.8674584,0.56272364,-0.07909604,3975.8682371473424,0.276826781731721,1.8986464,0.42077878,0.25459945,0.02257634,1501.0812377456798,0.10763641472008376,0.2873424,0.13575666,-0.00896668,1455.302400118914,0.09795816445099526,0.004591593,-0.07543315,-0.16293076,-373.52631454861825,0.039383598489948934,
00000000000000000677_0,0.6856153,21,0.938326,0.27986467,-0.085049674,-1136.9024939480164,0.17633929029260276,0.8388211,0.49034265,-0.30232558,4422.415311926443,0.33019762992673835,3.4162471,0.40832347,0.23846358,0.01400447,1568.9876731924155,0.11893240587328369,0.26656252,0.11689829,-0.02201829,1093.6796623105597,0.08694579966396176,0.021362752,-0.08261617,-0.189279,-698.5939714489563,0.05562467802524469,
000000000000000000a2_0,37.220207,1,0.85865724,0.20651746,-0.74358976,-1939.0286821811392,0.32694320390545983,0.19756839,-0.21008413,-0.9506173,-654.1441347798012,0.2193740851745533,226.46257,0.09093893,0.033643354,0.00945444,1.219539018931001,0.016153384380327214,-0.0011466,-0.011913265,-0.02698715,-9.758620436640694,0.005414940623788535,0.011456902,9.443991E-4,-0.017923791,-6.99736068563796,0.004717107625099874,
000000000000000000a3_0,0.70844674,1,0.69072163,0.19808482,-0.6666667,-1235.1027650927826,0.25858035167745375,0.06918239,-0.26769692,-0.85714287,-48.876376339805546,0.1896959153187428,6.765382,0.11237529,0.043551207,0.01869664,-86.80262493682895,0.01802648386780705,-0.00598186,-0.016031401,-0.03824848,22.58538495869577,0.005850742725530493,0.007972498,-3.703151E-4,-0.018518772,2.6621965684082065,0.00533356472099968,
000000000000000000a6_0,0.2852685,1,0.88340807,0.40218106,0.05172414,-1007.3691399904808,0.2104034461267465,0.74114245,-0.32159165,-0.6,-70.5939386708664,0.20277681189820246,20.996267,0.15414384,0.0708267,0.0354891,-81.907658057391,0.02917089416465354,0.07064859,-0.024802309,-0.05730933,52.57482508815124,0.01538423335668094,0.028054805,0.0077416184,-0.019823357,-17.71387175484307,0.008043891123034573,
000000000000000000a7_0,1.468848,1,0.8220211,0.53615314,0.095744684,204.47158851225936,0.1516911615657275,0.57516974,-0.31765953,-0.64511275,718.8302010214261,0.22886992324088826,19.57015,0.34755614,0.10494786,0.04992847,92.96174763459851,0.04492015238323107,0.02155335,-0.030994724,-0.05337179,38.24087365243387,0.015071481649742886,0.040635634,0.016942777,-0.009971511,18.721665517975662,0.00784172634377245,
000000000000000000a8_0,0.029634265,1,0.8755981,0.46602824,0.07906977,-211.52602874600532,0.16548179519674655,0.36185133,-0.2860473,-0.6878307,-274.8095198317748,0.18681277783623765,13.024393,0.31205702,0.08955551,0.03684514,-108.57793896348926,0.0419547293739817,0.00836939,-0.025419414,-0.04667656,-4.999298915582353,0.009862674278232945,0.03813264,0.009983641,-0.0484134,46.260205363817356,0.010031997902164013,
000000000000000000a9_0,0.025252288,1,0.7948718,0.30220586,-0.24539877,-115.80819541838258,0.2155610594731511,0.58161867,-0.29252616,-0.65088755,221.0309766037582,0.20796332621168662,13.920307,0.34596556,0.07633508,0.02641955,86.73481537000892,0.056870001643191385,0.05393078,-0.020439502,-0.04114345,17.563670837279332,0.010503277922007484,0.044695538,0.0049674734,-0.026777182,20.683501988508375,0.011219581840596767,
000000000000000000aa_0,0.7400558,1,0.8795181,0.26676255,-0.4909091,-740.1084423891651,0.2910709137223143,0.7254902,-0.22910783,-0.81208056,-966.3576729251563,0.22630398560432566,6.5481286,0.32826072,0.053897347,0.01787813,-50.175845328559014,0.04617723762438311,-0.00484389,-0.017919915,-0.05893356,-22.69110969578034,0.008508517659034608,0.043889783,0.0012026823,-0.07714853,76.06543547650853,0.01268530565738873,
000000000000000000ab_0,0.33063954,1,0.8064516,0.35494426,-0.5862069,-1017.4082545190673,0.24747209383887464,0.061068702,-0.3928391,-0.8730159,-630.4659134307883,0.19716291745476192,7.2463713,0.5462403,0.07893363,0.02797674,-131.0196581689785,0.07033148522831804,-0.01311579,-0.026974967,-0.04747068,-8.611153954398599,0.0071190916197367985,0.050403558,0.0060901972,-0.16240904,96.91664780668529,0.02136993236992365,
000000000000000000ac_0,0.16159296,1,0.84782606,0.23753859,-0.54385966,-2764.265877918044,0.30223816006719567,0.24166666,-0.27056277,-0.8333333,-1194.795012542381,0.1915029742310298,4.905442,0.127554,0.040439762,0.02012016,-32.02949840755898,0.019859146749106684,-0.00256838,-0.015546852,-0.02956399,-5.9692376340983415,0.005428408023936987,0.010352752,0.0016132012,-0.017821277,-10.825445050565795,0.004929896841752682,
000000000000000000ad_0,0.13917589,1,0.9104478,0.50330645,-0.10012837,-1060.2173745501896,0.2023914896856003,0.066697545,-0.43024442,-0.72037286,-412.4542102458327,0.15428440039711824,7.532303,0.48298144,0.09928018,0.05326441,-2.0233718391105318,0.054846002037902936,-0.02476192,-0.039736245,-0.06028293,-17.31916773396653,0.008272129703786652,0.048434805,0.011861631,-0.17667137,40.51185150448389,0.022919111509443552,
000000000000000000ae_0,1.7525858,1,0.814433,0.27241784,-0.42222223,-1410.938490589048,0.2921100479211953,0.09593496,-0.20868385,-0.7111111,-1111.5132569807881,0.17683981427813575,6.0025687,0.60909617,0.057534546,-0.22529799,-472.06558645591605,0.098249466755287,0.06046902,-0.016193513,-0.09151678,48.64917057836727,0.016224938208639416,0.04799778,-0.005232617,-0.20099807,149.2986944027493,0.034826622503251525,
000000000000000000af_0,0.35582304,1,0.83522725,0.4666948,-0.20704846,-1069.1535846285733,0.24068381659449253,0.2560175,-0.23308505,-0.71144277,-381.7013112639958,0.18734392761108304,6.258962,0.33798304,0.058423925,0.02176634,-174.82166894970524,0.04321505324413437,0.00388627,-0.017392382,-0.05103392,22.779461592443344,0.008444349579456435,0.03009735,0.0038796323,-0.12119576,64.45434581740909,0.01732674156820575,
000000000000000000b0_0,0.28842887,1,0.8518519,0.40337116,-0.27272728,-588.3861873676206,0.25814026819649505,0.21956769,-0.15817699,-0.65217394,-978.7527988491896,0.191679001798846,6.0574694,0.5331859,0.07213091,0.02001255,-397.78926391116215,0.10174586842716402,0.00343498,-0.014388231,-0.06468769,7.7159223060511195,0.009896999883094924,0.047629897,-0.0042242454,-0.26095623,244.445799336352,0.04480043343806317,
000000000000000000b5_0,0.1074213,1,0.74712646,0.19934285,-0.8,-1417.9885512555447,0.3012172725119532,0.13368984,-0.260581,-0.71428573,-1014.9419381601115,0.19950535076300066,4.245853,0.7237303,0.059184797,0.01137448,-675.6186296434341,0.11966754258345465,-0.00538685,-0.017354885,-0.08484569,51.570611119498956,0.014112866817071522,0.017455794,-0.00603301,-0.2376228,252.86682920635423,0.03999036321043672,
000000000000000000b6_0,1.2220911,1,0.7085427,0.3172043,-0.09836066,-1239.591484145647,0.19194602766460228,-0.054880604,-0.4990349,-0.83830845,-1222.9426869049612,0.1802222574519651,9.9604645,0.47031322,0.10888826,0.06342223,63.72272812619593,0.055584950600472485,-0.02971165,-0.049384084,-0.08139055,-118.9383077199863,0.012959137651255552,0.039111648,0.012735464,-0.020238427,36.3583632984938,0.00784411880707865,
000000000000000000b7_0,0.098629124,1,0.8873239,0.3727123,0.0,-857.502073261512,0.20038022449570586,0.31914893,-0.34063357,-0.75,-1111.123522467323,0.20659836468428044,15.180794,0.45386896,0.08169312,0.04705931,-61.77079995568804,0.054156232949650385,-0.00225306,-0.027610809,-0.04363065,-46.827089100531715,0.007604024411344472,0.031902116,0.0056602093,-0.106778614,77.97155094367616,0.015269307559613034,
000000000000000000b8_0,0.25499994,1,0.74725276,0.33338764,-0.6229508,-1164.230165373674,0.2550290363239203,0.01369863,-0.35676003,-0.86384976,-568.3713967596707,0.2170081834760464,4.933894,0.4757332,0.087529145,-0.01622164,-384.5133113939616,0.07244166420518264,-0.00714852,-0.031371433,-0.0985261,68.47172948680607,0.01457544545490022,0.053689938,0.0048369276,-0.056676995,1.3840165731564706,0.013182119829019534,
000000000000000000ba_0,0.85602534,1,0.66423357,0.18151686,-0.74358976,-1403.582323103917,0.3043532217612933,0.26785713,-0.28352603,-0.8611111,-457.92539738734195,0.2138035717439013,4.835802,0.4532275,0.065532856,-0.01398994,-273.1583951237416,0.06607548756708775,-0.0058795,-0.022655826,-0.09315816,48.35041750979358,0.01363058546306777,0.04712587,-0.0017721466,-0.06850773,-23.41904672395293,0.01667057726018064,
000000000000000000bc_0,0.16593571,1,0.88918203,0.3762674,-0.27626458,-899.9143592514934,0.25630240709618823,0.020025564,-0.34572116,-0.9328358,-1530.8994766419908,0.20355604019233312,4.8221827,0.9650895,0.10837998,0.04144866,-622.8574536333557,0.1365879952298675,-0.00799585,-0.034747515,-0.10240603,7.412385683611872,0.017389548397896644,0.051040847,5.330278E-5,-0.26799056,151.83871592739217,0.040073425288286314,
000000000000000000bd_0,0.20189638,1,0.78313255,0.33221385,-0.35353535,21.737212336128835,0.2569003966053481,-0.039281707,-0.3547441,-0.75849056,-803.095843246761,0.16781627383140618,4.0586467,0.5050792,0.083748765,-0.03615928,-362.984323237224,0.08158421563301319,-0.00805798,-0.030205933,-0.09419983,23.03801199801988,0.012733790616510428,0.055129386,-7.35255E-4,-0.14795722,132.57377077181928,0.027524158696419714,
000000000000000000be_0,0.44505617,1,0.9041916,0.4025919,-0.13257243,719.5829069376016,0.24174138630131517,-0.025871767,-0.3688599,-0.73731345,-562.4511071510043,0.17484975386538848,3.8209474,0.5350919,0.09322313,0.0071087,-545.4498480879561,0.09883425808039642,-0.01265007,-0.032063473,-0.09119127,51.28333159244615,0.013151367019253154,0.05577374,-0.0031275956,-0.20447044,248.6936660189987,0.03913047932354106,
000000000000000000bf_0,0.4998459,1,0.8741573,0.556345,0.0071219103,-353.4704637015253,0.19451293643012993,0.310388,-0.12921079,-0.50239235,87.55432560613953,0.15126224179062409,9.164874,0.438705,0.077354126,0.02954009,80.2526399006208,0.06354484297418897,0.04255126,-0.011623184,-0.06425225,25.21760111926855,0.010736150252412707,0.052122038,0.0048666005,-0.14117421,-5.632638099395014,0.02334088308591692,
000000000000000000c0_0,0.26008168,1,0.85209006,0.4821159,-0.015561015,-805.5753534846524,0.21130075267954537,0.32730561,-0.23174767,-0.60633487,-1116.0929077439596,0.1836845063716472,15.942943,0.6953934,0.09070967,0.03486126,-244.1557407621086,0.10948998878151626,0.00898445,-0.019954894,-0.05907845,-40.5025742427511,0.009819945681864565,0.06585163,0.0034671514,-0.21327354,155.1698936086522,0.03221740496683124,
000000000000000000c1_0,0.15590954,1,0.7816092,0.363912,-0.14705883,-1585.5726701858548,0.23266987699142505,0.132,-0.37834743,-0.757764,295.22391561973336,0.178120442506461,4.1310143,0.15633953,0.059926137,0.02675527,71.53827435068756,0.02040061829344358,-0.00365014,-0.023251837,-0.03814203,0.6406330663659684,0.006442952226595442,0.021063121,0.0051613925,-0.049220167,-28.365005412991838,0.010583497608843107,
000000000000000000c2_0,0.17098252,1,0.8217054,0.51561826,0.13915858,-1254.6341002125844,0.16430622197218608,0.71311474,-0.20678785,-0.4938575,989.9768329043878,0.19665918236252633,12.287534,0.17262694,0.06343958,0.02751208,-101.58025836121266,0.022986319969105367,0.02405214,-0.015099523,-0.0332796,77.31513812477849,0.009259295945010229,0.024974545,0.008665425,-0.018664181,-54.37802220017591,0.007433760841157279,
000000000000000000c3_0,0.24356878,1,0.9034483,0.34145162,-0.2888889,-1235.367578815393,0.24718607301782428,0.012411686,-0.38324252,-0.8185941,-910.3834583096175,0.17928008405195203,4.2892647,0.58245677,0.07227118,0.027163,-117.13121503360372,0.07666580996166104,-0.00945052,-0.026711872,-0.09569687,-36.44234742389436,0.014982149102961787,0.05350488,0.0033414138,-0.18850619,106.22785892889176,0.024719317449057348,
000000000000000000c4_0,0.26026767,1,0.8680739,0.4259969,-0.22916667,-594.3022389384744,0.24664231046759152,0.04972082,-0.41398934,-0.7891738,-523.3376628168782,0.1697278785004096,4.07191,0.46239737,0.08053683,0.01289121,-302.7305853917932,0.0635075720619405,-0.0082399,-0.030024542,-0.06291566,9.628974911158934,0.008347310197510454,0.02337414,0.004063467,-0.18551193,154.41038511973863,0.030457517615889673,
000000000000000000c5_0,0.1362858,1,0.9591837,0.38963622,-0.27058825,-1331.4045795796528,0.2581925386600628,0.044129234,-0.36775666,-0.7797102,-526.1883805176478,0.17544953636670468,4.406202,0.35964382,0.06649564,0.02312893,-12.182218700377778,0.05513016940569474,-0.00717508,-0.024488678,-0.10947431,-37.13201346189069,0.013536910060022214,0.026274467,0.0037495287,-0.12943268,59.61469290630453,0.020230417141202876,
000000000000000000c6_0,0.11740245,1,0.9367682,0.48288572,-9.587728E-4,-552.1867241867582,0.16694892357431446,0.31832796,-0.19933984,-0.51404494,-297.7502536005539,0.13348964020802756,17.220198,0.21391214,0.06412064,0.03027584,-13.795085714339018,0.031814694755948204,0.03338713,-0.0134861935,-0.03617417,-0.7863721180453543,0.007943015437886095,0.035848815,0.006971644,-0.03766663,-1.2771432518692147,0.010148997319483018,
000000000000000000de_0,0.1802284,1,0.92097265,0.49148947,-0.053497944,-362.01226600893165,0.20472400305183536,0.2877226,-0.1381194,-0.44680852,-295.7342159250196,0.16239544155726718,13.4032955,0.19810499,0.062039677,0.02966246,10.699645100843027,0.030614205074369218,0.02158401,-0.011713968,-0.03073456,11.29084588072206,0.007890619996008656,0.024651509,0.0030972722,-0.07784384,29.690851956658328,0.015338715595239413,
000000000000000000e3_0,0.057052337,1,0.93670887,0.4585827,-0.016260162,-554.8748577221843,0.18397591848672945,0.5337904,0.024874836,-0.36533332,149.32985806640818,0.16033750478006484,28.051023,0.77851486,0.059144914,-0.03254063,-225.44652294172238,0.08688994322943468,0.05811113,-8.340513E-4,-0.01681842,55.98183167933607,0.011547295446668984,0.018717675,-6.154289E-4,-0.21350355,79.77744442725597,0.025454868613300298,
000000000000000000f4_0,0.13283592,1,0.89767444,0.49413362,0.01923077,-1339.04799657974,0.20852646034593203,0.29295427,-0.014714158,-0.34234235,204.8848052621684,0.13706224669029413,14.46061,0.22137964,0.054879438,0.01768536,11.99790521210856,0.03097584659763678,0.00779037,-0.007620184,-0.02529737,22.538094762725343,0.005329865710684812,0.031033842,0.003377038,-0.018644989,-40.82542568761784,0.0076358740080052995,
000000000000000000f5_0,0.14856403,1,0.83797467,0.56737614,0.104961835,-785.4355292331552,0.16683380057610847,0.65543073,0.15037791,-0.35849056,508.6652998595151,0.17678744371778243,14.971924,0.21199349,0.0520654,0.02055469,-42.25785608167683,0.029340744769639673,0.02837169,-3.08741E-4,-0.02123767,25.212542612235776,0.0077547997141767175,0.038110156,0.0037659272,-0.03724189,-39.13716266324555,0.008301215317286644,
000000000000000000f6_0,0.10005982,1,0.8654434,0.50786847,0.04415182,-1022.8923651670573,0.20411433880886987,0.32677165,-0.050664827,-0.5225806,-709.8311423176855,0.17692026644691855,14.151445,0.13547525,0.053770322,0.02374836,79.02528967648198,0.0231268148465074,0.01441663,-0.0069855354,-0.02496344,-19.246856328408256,0.0061693398101398435,0.01773848,0.003866069,-0.04488179,3.165826874001435,0.009304406132743753,
000000000000000000f7_0,0.24807735,1,0.93791574,0.6667051,0.14064698,-450.44337061509725,0.16757943323921287,0.78313255,0.14130718,-0.31862068,1163.9919423622794,0.21914011911771644,29.60271,0.21919169,0.06465409,0.01432315,40.247825863978974,0.02978005418429406,0.06274748,0.002004694,-0.0262364,43.4366742179867,0.01283243894025598,0.021259036,0.0059778946,-0.1012089,-37.748488154964356,0.013123921299377679,
000000000000000000f8_0,0.19321656,1,0.88501024,0.5558843,0.09584087,-555.2559126148524,0.15238509190012706,0.5566502,0.20747113,-0.08635794,-3.141672986382607,0.1259589450834425,50.99484,0.1705188,0.05926334,0.0041449,-29.04685523997411,0.028769508360955928,0.057183,0.0061630215,-0.01298269,4.376145912172505,0.010715666800730042,0.01560673,0.0012891912,-0.07278046,-18.459684064363426,0.011299649126610014,
000000000000000000f9_0,0.28916967,1,0.90295357,0.60143965,0.2083916,-685.464753229223,0.15836824743803304,0.5591572,0.22897057,-0.042857144,-180.39631709248704,0.1205772617195067,15.451792,0.21777932,0.056136675,0.02506291,-32.15822838876182,0.028091497901036593,0.02130045,0.0044973977,-0.00591333,-6.962181798553387,0.005875305307978088,0.026516931,0.0042432314,-0.011447472,-14.037935837036779,0.005791021167897867,
0000000000000000010d_0,0.074241534,1,0.8666667,0.4459293,-0.07529723,-1130.231762522202,0.18844831500097517,0.2725528,-0.18520151,-0.5431862,199.00254627912395,0.1783238944533187,45.462296,0.18486942,0.07426926,0.03355598,-77.01928759358421,0.032123370533446785,0.02563889,-0.0139423,-0.03534609,10.866910346363833,0.010489484855616737,0.029313544,0.0065458757,-0.041246075,-48.4122096853627,0.011111579684545124,
0000000000000000010e_0,0.07353799,1,1.0,0.39174047,-0.23809524,-2261.5383132473776,0.2784391136015067,0.20710059,-0.20038098,-0.8028169,-31.131753135691785,0.1688532490985268,6.1379747,0.1616597,0.042910207,0.01606894,-96.92014552660864,0.024219570378583542,-9.682E-5,-0.012901201,-0.03152716,18.87620256224119,0.004662978093715694,0.018794738,0.002761611,-0.021084454,-9.0892629203986,0.0063625936092044765,
0000000000000000010f_0,0.26298946,1,0.92105263,0.6406184,0.08062575,-797.7478196531636,0.1842025444962916,0.48324814,-0.20330426,-0.48221907,113.36143309236272,0.17834004379726645,16.983698,0.15140565,0.08283714,0.04511006,84.84823117341669,0.025142175468790433,0.05728188,-0.017139278,-0.03716826,-16.165475549314145,0.013564914584503164,0.02905989,0.013762465,-0.027504714,-19.577078654300305,0.010294870165847665,
0000000000000000016c_0,0.037926555,1,0.8166895,0.47900563,-0.5121951,-1664.9796573794313,0.2133772773713343,0.8181818,-0.06059794,-0.5335463,-5.802565318673515,0.19374738663111035,427.9508,0.15237136,0.054850876,0.0032679,6.682167091275515,0.024306360511088032,0.01613609,-0.007300336,-0.02678886,-8.304293916603147,0.006665671055419514,0.023683619,0.0037297895,-0.057660684,-12.853099086346058,0.009586342138874292,
0000000000000000016d_0,0.263091,1,0.7617021,0.3963056,0.075486384,-1059.0398750482263,0.15713932622052798,0.45790553,0.009901387,-0.36,246.38498552860486,0.15794885756732188,458.31665,0.1890782,0.056958932,0.02293424,-103.96168543563722,0.0340511678746136,0.02950672,-0.0029111798,-0.01733449,13.911595996136636,0.0074222533861670065,0.0248555,8.514463E-5,-0.057304293,-34.0606361170661,0.010872590632918384,
0000000000000000016e_0,0.08279678,1,0.7709251,0.42774963,0.046153847,-1286.8092396687587,0.18477990503212738,0.25221238,-0.057394482,-0.4824281,101.65485200160748,0.1554411536743071,415.56137,0.12524255,0.053370755,0.01541245,-44.58736124066599,0.022504788091078188,0.00879452,-0.008697614,-0.026772,22.937094248904472,0.006394258376647202,0.014670562,0.0024360812,-0.01643716,-15.746919108583032,0.006189034974157096,
0000000000000000016f_0,0.12268798,1,0.9593496,0.29676637,-1.0,-1444.2892920680538,0.2395401858835546,0.39208633,-0.020636024,-1.0,-61.772490479207754,0.1870662331849281,395.85367,0.11084771,0.047915448,0.01266058,-15.55672502348424,0.018979821947578038,0.00922046,-0.008834372,-0.03055597,15.07572033771784,0.005022227236464239,0.016188662,-4.997767E-4,-0.01826311,-12.830862249913558,0.005739062282042465,
00000000000000000170_0,0.23203108,1,0.8366013,0.26683518,-0.33333334,-1153.715953571091,0.21450913359151538,0.1307054,-0.25346914,-0.74590164,-685.1992895081908,0.16196810607622827,429.20694,0.11599495,0.060424898,0.02787907,-50.384094763911925,0.018967729730809565,-0.00385118,-0.018571192,-0.02931049,-6.375244699262443,0.004355944745656179,0.017401503,0.001992701,-0.041790564,-1.923195240529132,0.00766691823167662,
00000000000000000171_0,0.571842,1,0.7699115,0.3462607,-0.13043478,-1030.8888371504017,0.2160937220736819,0.28226653,-0.04147365,-0.39037433,-485.4933314145012,0.14219607827871705,414.32614,0.18772738,0.046883777,0.01488007,-44.77527431160592,0.02581338108942465,0.00995039,-0.0071781734,-0.01956715,-1.6593835285045835,0.004734269576983963,0.028122878,2.963974E-4,-0.049048513,0.5951122997809497,0.00810413967290792,
00000000000000000172_0,0.24501741,1,0.8256131,0.39011014,-0.032786883,-831.3433313927092,0.20708020951260137,0.19379845,-0.1035872,-0.5058824,-573.5496259995947,0.1737804854307143,396.76443,0.11413151,0.050872594,0.02634659,-6.922275911308733,0.018491564936656747,3.0169E-4,-0.011270752,-0.03053543,-8.890932471356718,0.005338299319787339,0.019916644,0.0021818029,-0.02139659,6.661437509683365,0.00551393207245674,
00000000000000000173_0,13.481463,1,0.8528428,0.3943396,-0.105882354,-848.6833135190824,0.20018463318081167,0.2936428,-0.024931476,-0.34319526,-151.773996419177,0.1507086823786498,369.36758,0.11322004,0.046459004,0.01413327,-46.934789752354696,0.020523038214326432,0.01050939,-0.0058163777,-0.0171439,6.669738986382568,0.0042240381241831545,0.014368412,0.0018891175,-0.025284111,-0.3352187033706586,0.006238178765257627,
0000000000000000019c_0,0.034978714,1,0.9150943,0.26135156,-0.84375,-1980.8848254523566,0.29283438418234947,0.4351145,-0.19746077,-0.8795181,-418.0186326237111,0.1797046875398462,1.8565294,0.2600281,0.047530092,-0.00553611,9.361182482793074,0.03786020189896889,-0.001683,-0.016273266,-0.07847776,-5.5721658104268705,0.010971523839856933,0.036540836,0.0016635811,-0.033296015,-25.15385039642238,0.007397475260419098,
0000000000000000019f_0,0.19097589,1,0.91071427,0.4593821,-0.47826087,-1512.816517817549,0.2457206683851491,0.06967985,-0.35899875,-0.8995816,-406.7352154886165,0.17285867837135857,3.2598722,0.28391406,0.07474326,0.01905467,50.03494662809173,0.03409379393254097,-0.01082019,-0.026517142,-0.05063032,-25.619156395872064,0.007817992924369646,0.032514203,0.010500827,-0.030130181,-18.43474517330079,0.009145428966581768,
000000000000000001a2_0,0.1415711,1,0.85361844,0.41036344,-0.071228266,-498.594531013392,0.21019996395593724,0.3653846,-0.05242448,-0.40650406,-86.68427252320964,0.16723532389429308,31.799051,0.67780906,0.06830793,0.0198863,-227.87526077555933,0.07980739590565758,0.06314167,-0.007180719,-0.02367844,3.7093920582064186,0.009812062115512415,0.028663242,-3.783169E-4,-0.23213509,107.58236180672004,0.02846071293579614,
000000000000000001a6_0,0.16099423,1,0.8559814,0.43636343,-0.08695652,-649.6065070046552,0.18490152350496936,0.40701523,-0.22112286,-0.6375,-352.4242441313314,0.20229288009398136,3.1650252,0.31809288,0.08200692,0.02374831,-112.9879056738882,0.04263134719908295,0.01947616,-0.025108738,-0.05884607,-2.168862896543251,0.013279883022036424,0.040804658,0.00809466,-0.0783762,13.618837120873689,0.012354913487342477,
